"region","innvandringskategori","landbakgrunn","Personer 2010","Personer 2011","Personer 2012","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017"
"01 Østfold","Innvandrere","Sør-Sudan",0,0,6,5,6,6,7,7
"01 Østfold","Innvandrere","Tanzania",15,18,23,22,25,25,30,30
"01 Østfold","Innvandrere","Togo",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Tsjad",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Tunisia",44,46,48,47,47,51,53,58
"01 Østfold","Innvandrere","Uganda",65,67,70,71,73,70,82,84
"01 Østfold","Innvandrere","Vest-Sahara",0,3,0,0,0,0,0,0
"01 Østfold","Innvandrere","Zambia",8,9,9,8,11,11,24,24
"01 Østfold","Innvandrere","Zimbabwe",7,6,7,5,9,10,10,10
"01 Østfold","Innvandrere","Afghanistan",247,310,333,402,459,490,592,673
"01 Østfold","Innvandrere","Armenia",0,0,3,4,6,5,7,7
"01 Østfold","Innvandrere","Aserbajdsjan",10,10,10,21,24,25,21,20
"01 Østfold","Innvandrere","Bahrain",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Bangladesh",3,8,8,8,6,6,6,6
"01 Østfold","Innvandrere","Bhutan",0,0,0,0,0,3,3,3
"01 Østfold","Innvandrere","Brunei",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Filippinene",527,575,665,722,801,812,878,921
"01 Østfold","Innvandrere","De forente arabiske emirater",5,5,6,8,8,9,9,13
"01 Østfold","Innvandrere","Georgia",9,8,10,20,24,24,23,17
"01 Østfold","Innvandrere","Hongkong",12,14,15,17,16,17,23,24
"01 Østfold","Innvandrere","India",164,167,168,170,178,183,178,199
"01 Østfold","Innvandrere","Indonesia",23,25,28,29,38,41,42,41
"01 Østfold","Innvandrere","Irak",2425,2570,2721,2801,2853,2911,3005,3078
"01 Østfold","Innvandrere","Iran",852,869,893,923,965,961,925,1009
"01 Østfold","Innvandrere","Israel",19,20,19,21,24,24,26,29
"01 Østfold","Innvandrere","Japan",27,33,30,33,31,30,32,29
"01 Østfold","Innvandrere","Jemen",3,5,4,8,13,12,16,18
"01 Østfold","Innvandrere","Jordan",16,19,18,21,23,26,28,34
"01 Østfold","Innvandrere","Kambodsja",0,0,3,3,3,5,5,6
"01 Østfold","Innvandrere","Kasakhstan",26,26,31,35,41,43,47,48
"01 Østfold","Innvandrere","Kina",198,238,272,304,312,323,332,344
"01 Østfold","Innvandrere","Kirgisistan",4,4,4,4,4,4,9,11
"01 Østfold","Innvandrere","Kuwait",32,32,32,38,43,50,58,62
"01 Østfold","Innvandrere","Kypros",7,6,9,10,9,12,11,11
"01 Østfold","Innvandrere","Laos",3,3,3,3,4,4,4,4
"01 Østfold","Innvandrere","Libanon",79,76,83,90,95,102,108,133
"01 Østfold","Innvandrere","Macao",5,5,3,4,4,3,3,3
"01 Østfold","Innvandrere","Malaysia",16,17,15,15,14,15,17,19
"01 Østfold","Innvandrere","Maldivene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Mongolia",0,0,0,0,4,4,6,5
"01 Østfold","Innvandrere","Myanmar",68,76,74,75,79,81,75,73
"01 Østfold","Innvandrere","Nepal",16,14,17,22,20,21,24,23
"01 Østfold","Innvandrere","Nord-Korea",3,3,3,3,3,3,3,0
"01 Østfold","Innvandrere","Oman",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Pakistan",517,517,531,573,614,639,650,661
"01 Østfold","Innvandrere","Palestina",87,109,118,135,144,186,188,203
"01 Østfold","Innvandrere","Qatar",0,0,0,0,3,0,0,3
"01 Østfold","Innvandrere","Saudi-Arabia",8,6,6,9,7,10,29,42
"01 Østfold","Innvandrere","Singapore",9,8,7,7,6,7,10,11
"01 Østfold","Innvandrere","Sri Lanka",91,98,99,99,97,94,102,112
"01 Østfold","Innvandrere","Syria",125,152,167,200,257,367,614,1162
"01 Østfold","Innvandrere","Sør-Korea",25,24,23,23,24,24,26,33
"01 Østfold","Innvandrere","Tadsjikistan",3,3,3,3,3,3,0,4
"01 Østfold","Innvandrere","Taiwan",5,5,5,5,7,6,6,6
"01 Østfold","Innvandrere","Thailand",612,653,722,785,827,863,899,960
"01 Østfold","Innvandrere","Turkmenistan",8,9,12,11,11,11,10,10
"01 Østfold","Innvandrere","Usbekistan",13,14,13,17,17,17,21,22
"01 Østfold","Innvandrere","Vietnam",1058,1075,1092,1102,1100,1111,1108,1111
"01 Østfold","Innvandrere","Øst-Timor",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","De amerikanske Jomfruøyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Anguilla",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Antigua og Barbuda",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Aruba",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Bahamas",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Barbados",0,0,0,3,0,3,0,3
"01 Østfold","Innvandrere","Belize",0,3,0,0,3,0,0,0
"01 Østfold","Innvandrere","Bermuda",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Bonaire, Sint Eustatius og Saba",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","De britiske Jomfruøyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Canada",38,40,43,46,49,55,57,52
"01 Østfold","Innvandrere","Caymanøyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Costa Rica",3,0,3,0,3,3,4,3
"01 Østfold","Innvandrere","Cuba",34,36,36,36,40,43,43,50
"01 Østfold","Innvandrere","Curaçao",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Dominica",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Den dominikanske republikk",9,12,12,16,16,15,16,19
"01 Østfold","Innvandrere","El Salvador",3,3,3,3,3,3,3,4
"01 Østfold","Innvandrere","Franske Antiller",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Grenada",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Guadeloupe",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Guatemala",4,4,5,4,6,8,9,8
"01 Østfold","Innvandrere","Haiti",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Honduras",3,3,0,3,3,3,3,3
"01 Østfold","Innvandrere","Jamaica",4,5,5,6,6,5,6,5
"01 Østfold","Innvandrere","Martinique",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Mexico",18,18,20,25,29,29,30,33
"01 Østfold","Innvandrere","Montserrat",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","De nederlandske antillene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Nicaragua",8,10,10,9,10,10,10,11
"01 Østfold","Innvandrere","Panama",3,3,3,3,3,3,3,0
"01 Østfold","Innvandrere","Puerto Rico",3,0,3,0,0,0,3,0
"01 Østfold","Innvandrere","Saint Kitts og Nevis",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Saint Lucia",3,3,3,3,3,3,3,3
"01 Østfold","Innvandrere","Saint Vincent og Grenadinene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Saint-Barthélemy",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Saint-Martin",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Saint-Pierre-et-Miquelon",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Sint Maarten",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Trinidad og Tobago",9,9,9,9,9,11,10,10
"01 Østfold","Innvandrere","Turks- og Caicosøyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","USA",257,249,259,264,277,278,283,294
"01 Østfold","Innvandrere","Argentina",16,19,23,25,22,23,22,21
"01 Østfold","Innvandrere","Bolivia",7,7,6,6,7,11,9,13
"01 Østfold","Innvandrere","Brasil",83,91,104,118,135,140,153,162
"01 Østfold","Innvandrere","Chile",189,181,183,178,186,190,184,195
"01 Østfold","Innvandrere","Colombia",36,37,43,48,47,49,40,39
"01 Østfold","Innvandrere","Ecuador",14,15,19,15,22,24,23,22
"01 Østfold","Innvandrere","Falklandsøyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Fransk Guyana",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Guyana",10,10,10,11,10,10,10,10
"01 Østfold","Innvandrere","Paraguay",8,6,6,6,7,9,9,8
"01 Østfold","Innvandrere","Peru",32,34,33,36,39,38,40,47
"01 Østfold","Innvandrere","Surinam",0,3,3,3,3,3,3,3
"01 Østfold","Innvandrere","Uruguay",3,4,6,7,7,8,7,8
"01 Østfold","Innvandrere","Venezuela",7,8,5,7,9,11,12,13
"01 Østfold","Innvandrere","Amerikansk Samoa",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Australia",24,23,27,31,29,29,36,37
"01 Østfold","Innvandrere","Christmasøya",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Cookøyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Fiji",3,0,0,3,0,0,0,3
"01 Østfold","Innvandrere","Fransk Polynesia",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Guam",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Kiribati",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Kokosøyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Marshalløyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Mikronesiaføderasjonen",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Mindre stillehavsøyer (am.)",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Nauru",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","New Zealand",9,9,11,11,12,13,9,11
"01 Østfold","Innvandrere","Niue",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Nord-Marianene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Norfolkøya",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Ny-Caledonia",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Palau",0,0,0,0,0,3,0,0
"01 Østfold","Innvandrere","Papua Ny-Guinea",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Pitcairn",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Salomonøyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Samoa",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Tokelau",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Tonga",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Tuvalu",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Vanuatu",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Wallis- og Futunaøyene",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Statsløse",0,0,0,0,0,0,0,0
"01 Østfold","Innvandrere","Uoppgitt",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Danmark",112,119,124,122,118,123,119,118
"0101 Halden","Innvandrere","Grønland",3,0,3,0,3,0,0,0
"0101 Halden","Innvandrere","Finland",30,33,27,29,29,30,37,44
"0101 Halden","Innvandrere","Færøyene",0,0,0,0,0,0,0,3
"0101 Halden","Innvandrere","Island",24,27,38,34,32,43,45,40
"0101 Halden","Innvandrere","Sverige",332,347,351,362,349,358,377,371
"0101 Halden","Innvandrere","Albania",5,5,5,5,5,4,6,7
"0101 Halden","Innvandrere","Andorra",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Belgia",11,11,11,11,11,11,11,10
"0101 Halden","Innvandrere","Bosnia-Hercegovina",63,72,70,72,73,73,71,75
"0101 Halden","Innvandrere","Bulgaria",8,8,7,8,10,9,9,10
"0101 Halden","Innvandrere","Estland",3,13,19,18,18,19,15,17
"0101 Halden","Innvandrere","Frankrike",14,15,19,19,23,30,22,28
"0101 Halden","Innvandrere","Gibraltar",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Guernsey",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Hellas",4,4,4,5,6,6,6,9
"0101 Halden","Innvandrere","Hviterussland",7,7,7,7,8,7,8,7
"0101 Halden","Innvandrere","Irland",3,5,6,7,6,6,6,7
"0101 Halden","Innvandrere","Italia",6,7,7,6,4,6,7,8
"0101 Halden","Innvandrere","Jersey",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Kosovo",323,329,336,348,346,342,343,344
"0101 Halden","Innvandrere","Kroatia",9,8,7,7,8,7,9,8
"0101 Halden","Innvandrere","Latvia",6,4,7,12,12,13,13,12
"0101 Halden","Innvandrere","Liechtenstein",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Litauen",32,56,73,95,109,114,112,122
"0101 Halden","Innvandrere","Luxembourg",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Makedonia",33,34,36,41,39,40,41,42
"0101 Halden","Innvandrere","Malta",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Man",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Moldova",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Monaco",0,0,0,0,3,0,0,0
"0101 Halden","Innvandrere","Montenegro",7,8,8,8,7,4,6,6
"0101 Halden","Innvandrere","Nederland",42,39,41,42,41,39,46,41
"0101 Halden","Innvandrere","Polen",192,229,278,306,329,356,389,422
"0101 Halden","Innvandrere","Portugal",0,3,0,3,4,3,0,3
"0101 Halden","Innvandrere","Romania",13,15,17,16,20,25,34,35
"0101 Halden","Innvandrere","Russland",42,53,52,50,62,64,64,63
"0101 Halden","Innvandrere","San Marino",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Serbia",11,10,10,10,12,13,19,25
"0101 Halden","Innvandrere","Serbia og Montenegro",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Slovakia",10,0,8,13,14,11,8,9
"0101 Halden","Innvandrere","Slovenia",3,0,3,3,0,0,0,0
"0101 Halden","Innvandrere","Spania",9,12,12,16,19,23,23,23
"0101 Halden","Innvandrere","Storbritannia",39,37,38,40,42,43,47,47
"0101 Halden","Innvandrere","Sveits",5,6,6,8,8,10,7,8
"0101 Halden","Innvandrere","Tsjekkia",7,11,12,11,13,13,12,13
"0101 Halden","Innvandrere","Tyrkia",34,38,40,40,40,38,44,50
"0101 Halden","Innvandrere","Tyskland",82,92,96,105,100,100,92,93
"0101 Halden","Innvandrere","Ukraina",13,18,16,19,19,15,21,20
"0101 Halden","Innvandrere","Ungarn",16,14,15,18,23,26,30,26
"0101 Halden","Innvandrere","Vatikanstaten",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Østerrike",6,7,8,8,8,8,9,10
"0101 Halden","Innvandrere","Algerie",0,0,0,0,4,0,3,4
"0101 Halden","Innvandrere","Angola",0,0,3,3,0,3,0,0
"0101 Halden","Innvandrere","Benin",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Botswana",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Det britiske territoriet i Indiahavet",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Burkina Faso",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Burundi",6,7,6,12,14,12,8,7
"0101 Halden","Innvandrere","Djibouti",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Egypt",0,3,3,0,0,3,3,5
"0101 Halden","Innvandrere","Ekvatorial-Guinea",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Elfenbeinskysten",3,3,3,3,3,3,3,3
"0101 Halden","Innvandrere","Eritrea",4,11,20,15,17,19,40,55
"0101 Halden","Innvandrere","Etiopia",3,3,3,4,6,9,14,18
"0101 Halden","Innvandrere","Gabon",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Gambia",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Ghana",3,0,3,3,0,0,0,0
"0101 Halden","Innvandrere","Guinea",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Guinea-Bissau",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Kamerun",0,3,3,3,3,3,4,5
"0101 Halden","Innvandrere","Kapp Verde",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Kenya",3,6,5,5,3,3,5,5
"0101 Halden","Innvandrere","Komorene",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Kongo",18,22,21,21,21,22,16,13
"0101 Halden","Innvandrere","Kongo-Brazzaville",3,0,3,3,3,0,0,3
"0101 Halden","Innvandrere","Lesotho",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Liberia",7,6,7,5,5,4,6,7
"0101 Halden","Innvandrere","Libya",0,0,0,0,0,0,0,3
"0101 Halden","Innvandrere","Madagaskar",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Malawi",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Mali",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Marokko",19,18,18,13,15,21,18,18
"0101 Halden","Innvandrere","Mauritania",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Mauritius",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Mayotte",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Mosambik",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Namibia",0,0,0,0,0,0,3,0
"0101 Halden","Innvandrere","Niger",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Nigeria",3,0,0,3,3,5,3,4
"0101 Halden","Innvandrere","Réunion",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Rwanda",13,14,19,20,19,16,15,13
"0101 Halden","Innvandrere","São Tomé og Príncipe",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Senegal",0,0,0,0,3,0,0,3
"0101 Halden","Innvandrere","Den sentralafrikanske republikk",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Seychellene",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Sierra Leone",3,0,0,0,0,3,0,3
"0101 Halden","Innvandrere","Somalia",161,185,189,215,257,256,252,217
"0101 Halden","Innvandrere","St. Helena",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Sudan",0,3,3,3,0,0,3,8
"0101 Halden","Innvandrere","Swaziland",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Sør-Afrika",0,0,3,0,3,4,3,4
"0101 Halden","Innvandrere","Sør-Sudan",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Tanzania",0,0,3,3,0,3,4,4
"0101 Halden","Innvandrere","Togo",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Tsjad",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Tunisia",3,3,4,3,3,3,4,4
"0101 Halden","Innvandrere","Uganda",11,10,11,11,11,11,11,11
"0101 Halden","Innvandrere","Vest-Sahara",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Zambia",3,0,0,0,0,0,0,3
"0101 Halden","Innvandrere","Zimbabwe",0,0,0,0,3,3,0,0
"0101 Halden","Innvandrere","Afghanistan",10,10,15,23,28,34,30,39
"0101 Halden","Innvandrere","Armenia",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Aserbajdsjan",0,3,0,3,3,4,4,4
"0101 Halden","Innvandrere","Bahrain",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Bangladesh",0,3,0,0,0,0,0,0
"0101 Halden","Innvandrere","Bhutan",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Brunei",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Filippinene",25,31,41,45,55,52,61,62
"0101 Halden","Innvandrere","De forente arabiske emirater",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Georgia",3,3,3,7,8,9,9,4
"0101 Halden","Innvandrere","Hongkong",0,0,0,0,3,3,3,3
"0101 Halden","Innvandrere","India",11,11,9,13,14,17,14,18
"0101 Halden","Innvandrere","Indonesia",3,3,4,3,9,11,11,12
"0101 Halden","Innvandrere","Irak",80,82,100,106,119,124,134,139
"0101 Halden","Innvandrere","Iran",79,75,78,77,74,72,73,93
"0101 Halden","Innvandrere","Israel",4,4,4,4,3,3,3,3
"0101 Halden","Innvandrere","Japan",9,12,11,15,11,10,13,9
"0101 Halden","Innvandrere","Jemen",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Jordan",0,0,0,0,3,0,0,0
"0101 Halden","Innvandrere","Kambodsja",0,0,0,0,0,0,0,3
"0101 Halden","Innvandrere","Kasakhstan",0,0,0,0,0,0,0,3
"0101 Halden","Innvandrere","Kina",22,19,25,21,17,18,21,17
"0101 Halden","Innvandrere","Kirgisistan",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Kuwait",0,3,0,0,3,3,3,3
"0101 Halden","Innvandrere","Kypros",3,0,0,0,3,3,3,3
"0101 Halden","Innvandrere","Laos",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Libanon",5,6,6,6,6,6,7,9
"0101 Halden","Innvandrere","Macao",5,5,3,3,3,0,0,3
"0101 Halden","Innvandrere","Malaysia",0,0,0,0,0,0,3,0
"0101 Halden","Innvandrere","Maldivene",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Mongolia",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Myanmar",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Nepal",0,3,4,6,5,4,5,3
"0101 Halden","Innvandrere","Nord-Korea",0,3,0,0,0,0,3,0
"0101 Halden","Innvandrere","Oman",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Pakistan",23,20,21,25,32,32,41,40
"0101 Halden","Innvandrere","Palestina",3,6,6,3,3,12,9,16
"0101 Halden","Innvandrere","Qatar",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Saudi-Arabia",0,0,0,0,0,0,3,3
"0101 Halden","Innvandrere","Singapore",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Sri Lanka",12,14,12,12,13,12,16,15
"0101 Halden","Innvandrere","Syria",3,7,8,11,16,22,60,120
"0101 Halden","Innvandrere","Sør-Korea",5,5,4,4,4,5,4,4
"0101 Halden","Innvandrere","Tadsjikistan",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Taiwan",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Thailand",59,57,60,65,69,73,74,84
"0101 Halden","Innvandrere","Turkmenistan",7,4,8,7,7,7,6,6
"0101 Halden","Innvandrere","Usbekistan",0,3,0,3,3,3,3,0
"0101 Halden","Innvandrere","Vietnam",38,39,40,39,44,47,46,48
"0101 Halden","Innvandrere","Øst-Timor",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","De amerikanske Jomfruøyene",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Anguilla",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Antigua og Barbuda",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Aruba",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Bahamas",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Barbados",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Belize",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Bermuda",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Bonaire, Sint Eustatius og Saba",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","De britiske Jomfruøyene",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Canada",6,7,6,7,8,6,7,5
"0101 Halden","Innvandrere","Caymanøyene",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Costa Rica",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Cuba",3,0,3,0,0,3,3,0
"0101 Halden","Innvandrere","Curaçao",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Dominica",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Den dominikanske republikk",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","El Salvador",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Franske Antiller",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Grenada",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Guadeloupe",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Guatemala",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Haiti",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Honduras",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Jamaica",0,0,0,0,0,0,3,0
"0101 Halden","Innvandrere","Martinique",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Mexico",0,3,0,3,0,3,3,0
"0101 Halden","Innvandrere","Montserrat",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","De nederlandske antillene",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Nicaragua",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Panama",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Puerto Rico",0,0,0,0,0,0,0,0
"0101 Halden","Innvandrere","Saint Kitts og Nevis",0,0,0,0,0,0,0,0
